ID	x
ENSMUSG00000046280.9|She	1
ENSMUSG00000027942.16|4933434E20Rik	1
ENSMUSG00000027935.14|Rab13	1
ENSMUSG00000027937.15|Jtb	1
ENSMUSG00000027936.18|Crtc2	1
ENSMUSG00000042390.9|Gatad2b	1
ENSMUSG00000001016.12|Ilf2	1
ENSMUSG00000027907.4|S100a11	1
ENSMUSG00000028145.9|Them4	1
ENSMUSG00000028140.13|Mrpl9	2
ENSMUSG00000038902.14|Pogz	3
ENSMUSG00000087660.1|B230398E01Rik	2
ENSMUSG00000038861.14|Pi4kb	3
ENSMUSG00000038777.19|Sema6c	2
ENSMUSG00000053192.9|Mllt11	1
ENSMUSG00000046722.14|Cdc42se1	2
ENSMUSG00000038712.16|Mindy1	1
ENSMUSG00000015522.18|Arnt	1
ENSMUSG00000046519.15|Golph3l	1
ENSMUSG00000038612.16|Mcl1	1
ENSMUSG00000015750.15|Aph1a	1
ENSMUSG00000106262.1|Gm43375	1
ENSMUSG00000038495.14|Otud7b	1
ENSMUSG00000068856.3|Sf3b4	1
ENSMUSG00000038486.9|Sv2a	1
ENSMUSG00000038403.10|Hjv	2
ENSMUSG00000038393.14|Txnip	1
ENSMUSG00000049097.9|Ankrd34a	1
ENSMUSG00000038374.10|Rbm8a	1
ENSMUSG00000038354.13|Ankrd35	2
ENSMUSG00000028101.18|Pias3	1
ENSMUSG00000028098.13|Rnf115	1
ENSMUSG00000028093.15|Acp6	1
ENSMUSG00000090441.2|Gm17651	1
ENSMUSG00000027879.9|Sec22b	2
ENSMUSG00000027878.11|Notch2	5
ENSMUSG00000004233.14|Wars2	1
ENSMUSG00000033233.17|Trim45	4
ENSMUSG00000042035.11|Igsf3	7
ENSMUSG00000027852.14|Nras	1
ENSMUSG00000007379.15|Dennd2c	2
ENSMUSG00000005687.14|Bcas2	1
ENSMUSG00000033014.12|Trim33	3
ENSMUSG00000105053.1|Gm43064	1
ENSMUSG00000044098.14|Rsbn1	3
ENSMUSG00000058388.14|Phtf1	1
ENSMUSG00000032902.1|Slc16a1	1
ENSMUSG00000045576.16|St7l	1
ENSMUSG00000048458.8|Inka2	1
ENSMUSG00000105852.4|Gm42890	1
ENSMUSG00000074340.9|Ovgp1	3
ENSMUSG00000027900.15|Dram2	1
ENSMUSG00000056260.15|Lrif1	3
ENSMUSG00000087260.5|Lamtor5	1
ENSMUSG00000050947.9|Amigo1	3
ENSMUSG00000068744.12|Psrc1	2
ENSMUSG00000048100.13|Taf13	1
ENSMUSG00000040389.15|Wdr47	2
ENSMUSG00000027884.16|Clcc1	2
ENSMUSG00000033554.17|Dph5	1
ENSMUSG00000027963.14|Extl2	2
ENSMUSG00000000340.10|Dbt	2
ENSMUSG00000033386.10|Frrs1	2
ENSMUSG00000028128.13|F3	1
ENSMUSG00000039831.16|Arhgap29	1
ENSMUSG00000039756.12|Dnttip2	2
ENSMUSG00000028121.8|Bcar3	1
ENSMUSG00000044528.5|Tram1l1	1
ENSMUSG00000096544.2|Gm4617	1
ENSMUSG00000051278.12|Zgrf1	4
ENSMUSG00000028023.16|Pitx2	1
ENSMUSG00000041220.10|Elovl6	5
ENSMUSG00000028030.12|Tbck	4
ENSMUSG00000028016.9|Ints12	1
ENSMUSG00000045328.11|Cenpe	3
ENSMUSG00000050150.16|Slc9b1	1
ENSMUSG00000078578.9|Ube2d3	1
ENSMUSG00000028164.15|Manba	2
ENSMUSG00000028161.17|Ppp3ca	1
ENSMUSG00000046818.7|Ddit4l	1
ENSMUSG00000004127.12|Trmt10a	1
ENSMUSG00000028156.12|Eif4e	2
ENSMUSG00000028152.10|Tspan5	2
ENSMUSG00000074182.8|Znhit6	2
ENSMUSG00000028191.11|Bcl10	1
ENSMUSG00000036873.13|2410004B18Rik	1
ENSMUSG00000036863.12|Syde2	3
ENSMUSG00000028188.13|Spata1	1
ENSMUSG00000025437.15|Usp33	1
ENSMUSG00000039068.16|Zzz3	2
ENSMUSG00000039047.17|Pigk	3
ENSMUSG00000028180.18|Zranb2	1
ENSMUSG00000039988.14|Ankrd13c	1
ENSMUSG00000028175.15|Depdc1a	2
ENSMUSG00000068547.6|Clca4a	1
ENSMUSG00000028233.6|Tgs1	1
ENSMUSG00000049119.14|Fam110b	2
ENSMUSG00000041235.12|Chd7	5
ENSMUSG00000059482.15|2610301B20Rik	1
ENSMUSG00000028211.11|Trp53inp1	1
ENSMUSG00000040738.10|Ints8	1
ENSMUSG00000040720.15|Virma	7
ENSMUSG00000094595.1|Fsbp	2
ENSMUSG00000052137.11|Rbm12b2	2
ENSMUSG00000046667.14|Rbm12b1	1
ENSMUSG00000006586.15|Runx1t1	2
ENSMUSG00000043252.8|Tmem64	1
ENSMUSG00000028224.14|Nbn	1
ENSMUSG00000040455.17|Usp45	1
ENSMUSG00000028248.15|Pnisr	3
ENSMUSG00000028246.13|Faxc	1
ENSMUSG00000040410.14|Fbxl4	2
ENSMUSG00000028261.13|Ndufaf4	1
ENSMUSG00000085885.1|Gm11906	1
ENSMUSG00000028289.12|Epha7	2
ENSMUSG00000028284.13|Map3k7	3
ENSMUSG00000040270.16|Bach2	1
ENSMUSG00000028282.12|Casp8ap2	7
ENSMUSG00000058006.12|Mdn1	4
ENSMUSG00000045854.4|Lyrm2	1
ENSMUSG00000028274.17|Rngtt	2
ENSMUSG00000028423.15|Nfx1	3
ENSMUSG00000036241.3|Ube2r2	1
ENSMUSG00000028437.14|Ubap1	1
ENSMUSG00000028443.6|Nudt2	1
ENSMUSG00000036052.14|Dnajb5	2
ENSMUSG00000028456.18|Unc13b	1
ENSMUSG00000035969.15|Rusc2	3
ENSMUSG00000028459.11|Cd72	4
ENSMUSG00000078719.2|Msmp	1
ENSMUSG00000078716.10|Tmem8b	1
ENSMUSG00000035649.17|Zcchc7	2
ENSMUSG00000035637.14|Grhpr	1
ENSMUSG00000028318.14|Polr1e	1
ENSMUSG00000035572.16|Dcaf10	1
ENSMUSG00000035561.5|Aldh1b1	2
ENSMUSG00000070990.2|Foxe1	1
ENSMUSG00000028333.10|Anp32b	1
ENSMUSG00000039853.18|Trim14	1
ENSMUSG00000007613.15|Tgfbr1	1
ENSMUSG00000039693.11|Msantd3	2
ENSMUSG00000039634.12|Zfp189	2
ENSMUSG00000028309.14|Rnf20	1
ENSMUSG00000028412.17|Slc44a1	1
ENSMUSG00000028414.17|Fktn	1
ENSMUSG00000028417.3|Tal2	1
ENSMUSG00000060206.11|Zfp462	5
ENSMUSG00000038827.11|Abitram	1
ENSMUSG00000038729.23|Akap2	4
ENSMUSG00000096195.1|Gm26138	2
ENSMUSG00000092345.1|Gm20503	1
ENSMUSG00000045071.14|E130308A19Rik	4
ENSMUSG00000028385.14|Snx30	2
ENSMUSG00000066152.11|Slc31a2	2
ENSMUSG00000066148.3|Prpf4	1
ENSMUSG00000028392.15|Bspry	2
ENSMUSG00000028358.15|Zfp618	1
ENSMUSG00000084910.1|C630043F03Rik	2
ENSMUSG00000028397.13|Kdm4c	1
ENSMUSG00000048706.3|Lurap1l	1
ENSMUSG00000070934.6|Rraga	1
ENSMUSG00000038024.17|Dennd4c	2
ENSMUSG00000038007.14|Acer2	2
ENSMUSG00000062937.7|Mtap	1
ENSMUSG00000006386.15|Tek	1
ENSMUSG00000087166.9|L1td1	2
ENSMUSG00000028560.11|Usp1	2
ENSMUSG00000028550.15|Atg4c	2
ENSMUSG00000067261.4|Foxd3	3
ENSMUSG00000028532.14|Cachd1	1
ENSMUSG00000035275.14|Raver2	1
ENSMUSG00000087361.7|0610043K17Rik	1
ENSMUSG00000028528.16|Dnajc6	1
ENSMUSG00000028522.16|Mier1	1
ENSMUSG00000035069.3|Oma1	1
ENSMUSG00000028519.16|Dab1	1
ENSMUSG00000028517.8|Plpp3	2
ENSMUSG00000028514.15|Usp24	2
ENSMUSG00000085023.1|Gm12744	1
ENSMUSG00000043572.7|Pars2	5
ENSMUSG00000061887.14|Ssbp3	3
ENSMUSG00000028621.17|Cyb5rl	1
ENSMUSG00000028614.14|Ndc1	1
ENSMUSG00000028613.15|Lrp8	1
ENSMUSG00000028608.15|Czib	1
ENSMUSG00000028601.18|Echdc2	1
ENSMUSG00000048351.14|Coa7	2
ENSMUSG00000083783.1|Gm12739	1
ENSMUSG00000034610.14|Tut4	1
ENSMUSG00000091985.1|Gm17354	2
ENSMUSG00000028567.8|Txndc12	1
ENSMUSG00000073775.4|Kti12	2
ENSMUSG00000053510.12|Nrd1	1
ENSMUSG00000028552.13|Eps15	1
ENSMUSG00000034401.16|Spata6	1
ENSMUSG00000028718.16|Stil	4
ENSMUSG00000034210.13|Efcab14	2
ENSMUSG00000028709.3|Mob3c	2
ENSMUSG00000028703.14|Lrrc41	1
ENSMUSG00000028696.12|Ipp	1
ENSMUSG00000028688.13|Toe1	2
ENSMUSG00000033948.3|Zswim5	1
ENSMUSG00000028681.11|Ptch2	1
ENSMUSG00000006392.16|Med8	1
ENSMUSG00000006390.15|Elovl1	1
ENSMUSG00000028536.12|2610528J11Rik	1
ENSMUSG00000085505.1|Gm12868	1
ENSMUSG00000028643.11|Svbp	1
ENSMUSG00000028641.16|P3h1	1
ENSMUSG00000032890.17|Rims3	1
ENSMUSG00000028654.13|Mycl	3
ENSMUSG00000028653.16|Trit1	1
ENSMUSG00000082634.1|Gm12900	1
ENSMUSG00000028646.16|Rragc	3
ENSMUSG00000090125.3|Pou3f1	2
ENSMUSG00000028890.13|Mtf1	3
ENSMUSG00000028871.7|Rspo1	1
ENSMUSG00000028869.13|Gnl2	1
ENSMUSG00000042707.6|Dnali1	1
ENSMUSG00000050213.6|Snip1	3
ENSMUSG00000001985.9|Grik3	4
ENSMUSG00000042616.8|Oscp1	1
ENSMUSG00000050188.8|Lsm10	1
ENSMUSG00000050212.4|Eva1b	1
ENSMUSG00000028847.8|Trappc3	1
ENSMUSG00000042489.15|Clspn	3
ENSMUSG00000028830.14|AU040320	1
ENSMUSG00000042408.13|Zmym6	1
ENSMUSG00000070737.10|Tmem35b	4
ENSMUSG00000042388.14|Dlgap3	1
ENSMUSG00000042380.8|Smim12	1
ENSMUSG00000041000.8|Trim62	1
ENSMUSG00000028792.14|Ak2	2
ENSMUSG00000028793.15|Rnf19b	1
ENSMUSG00000001334.9|Fndc5	2
ENSMUSG00000028811.11|Yars	2
ENSMUSG00000057572.15|Zbtb8os	1
ENSMUSG00000040859.14|Bsdc1	5
ENSMUSG00000047945.6|Marcksl1	1
ENSMUSG00000078552.10|Dcdc2b	2
ENSMUSG00000028788.14|Ptp4a2	1
ENSMUSG00000028782.14|Adgrb2	3
ENSMUSG00000028779.16|Pef1	1
ENSMUSG00000085667.1|Gm12992	4
ENSMUSG00000070720.4|Tmem200b	2
ENSMUSG00000028899.11|Taf12	2
ENSMUSG00000054405.14|Dnajc8	4
ENSMUSG00000028886.15|Eya3	1
ENSMUSG00000028884.14|Rpa2	1
ENSMUSG00000083816.3|Gm13033	1
ENSMUSG00000037692.14|Ahdc1	8
ENSMUSG00000028868.13|Wasf2	2
ENSMUSG00000028854.9|Slc9a1	2
ENSMUSG00000046694.6|Tent5b	2
ENSMUSG00000028850.2|Gpatch3	2
ENSMUSG00000028848.13|Gpn2	2
ENSMUSG00000012123.17|Crybg2	2
ENSMUSG00000028834.13|Trim63	2
ENSMUSG00000028836.14|Slc30a2	1
ENSMUSG00000037366.14|Pafah2	3
ENSMUSG00000092812.1|Gm23634	1
ENSMUSG00000078521.2|Aunip	1
ENSMUSG00000037266.18|Rsrp1	1
ENSMUSG00000028821.8|Syf2	1
ENSMUSG00000062157.6|Ifnlr1	2
ENSMUSG00000028676.17|Srsf10	2
ENSMUSG00000028673.10|Fuca1	2
ENSMUSG00000007872.3|Id3	1
ENSMUSG00000018983.9|E2f2	1
ENSMUSG00000036995.7|Asap3	1
ENSMUSG00000051351.14|Zfp46	1
ENSMUSG00000066037.14|Hnrnpr	1
ENSMUSG00000001089.14|Luzp1	5
ENSMUSG00000036856.4|Wnt4	1
ENSMUSG00000028763.18|Hspg2	1
ENSMUSG00000043411.15|Usp48	3
ENSMUSG00000041351.16|Rap1gap	1
ENSMUSG00000057530.14|Ece1	2
ENSMUSG00000028760.16|Eif4g3	2
ENSMUSG00000028758.12|Kif17	2
ENSMUSG00000028757.4|Ddost	1
ENSMUSG00000041241.12|Mul1	2
ENSMUSG00000046447.3|Camk2n1	3
ENSMUSG00000041143.16|Tmco4	1
ENSMUSG00000066036.14|Ubr4	1
ENSMUSG00000094439.1|Gm21969	1
ENSMUSG00000028737.15|Aldh4a1	2
ENSMUSG00000036622.15|Atp13a2	1
ENSMUSG00000028920.9|Fbxo42	2
ENSMUSG00000028919.11|Arhgef19	1
ENSMUSG00000006445.3|Epha2	3
ENSMUSG00000006218.4|Fam131c	1
ENSMUSG00000006215.12|Zbtb17	1
ENSMUSG00000048406.5|B330016D10Rik	2
ENSMUSG00000028914.13|Casp9	1
ENSMUSG00000073728.10|Tmem51os1	1
ENSMUSG00000041805.3|Pramel1	2
ENSMUSG00000046862.14|Pramef8	3
ENSMUSG00000066026.14|Dhrs3	1
ENSMUSG00000082082.1|Gm13230	3
ENSMUSG00000052912.7|Smarca5-ps	4
ENSMUSG00000078503.9|Zfp990	2
ENSMUSG00000082352.1|Gm13228	1
ENSMUSG00000097661.1|Gm26763	1
ENSMUSG00000058186.13|Zfp980	2
ENSMUSG00000084350.1|Znf41-ps	2
ENSMUSG00000082195.3|Gm13034	1
ENSMUSG00000066009.8|Zfp987	1
ENSMUSG00000070605.4|Zfp992	1
ENSMUSG00000086046.1|1700095A21Rik	2
ENSMUSG00000063245.11|Zfp993	1
ENSMUSG00000093919.1|Gm20760	1
ENSMUSG00000097122.1|Gm26624	3
ENSMUSG00000087207.8|Gm13147	1
ENSMUSG00000078498.5|Zfp988	1
ENSMUSG00000078497.9|Zfp978	1
ENSMUSG00000065999.13|Zfp985	2
ENSMUSG00000070583.1|Fv1	3
ENSMUSG00000044496.6|2510039O18Rik	3
ENSMUSG00000029009.17|Mthfr	4
ENSMUSG00000028991.15|Mtor	2
ENSMUSG00000041459.15|Tardbp	2
ENSMUSG00000028977.16|Casz1	5
ENSMUSG00000028974.13|Dffa	2
ENSMUSG00000028990.13|Lzic	1
ENSMUSG00000086949.1|Gm13066	2
ENSMUSG00000039953.13|Clstn1	2
ENSMUSG00000102813.1|Gm37795	1
ENSMUSG00000047875.6|Gpr157	1
ENSMUSG00000028976.10|Slc2a5	1
ENSMUSG00000039852.17|Rere	6
ENSMUSG00000028967.10|Errfi1	3
ENSMUSG00000039768.16|Dnajc11	2
ENSMUSG00000073700.3|Klhl21	3
ENSMUSG00000028948.16|Nol9	2
ENSMUSG00000039713.16|Plekhg5	1
ENSMUSG00000042804.13|Gpr153	1
ENSMUSG00000039662.16|Icmt	1
ENSMUSG00000005045.16|Chd5	2
ENSMUSG00000047613.10|A430005L14Rik	2
ENSMUSG00000029028.14|Lrrc47	2
ENSMUSG00000078350.11|Smim1	2
ENSMUSG00000057751.14|Megf6	1
ENSMUSG00000029056.13|Pank4	1
ENSMUSG00000073684.13|Faap20	1
ENSMUSG00000029064.15|Gnb1	1
ENSMUSG00000073682.3|Gm10563	2
ENSMUSG00000029062.14|Cdk11b	2
ENSMUSG00000074738.2|Fndc10	1
ENSMUSG00000029038.9|Ssu72	1
ENSMUSG00000029068.16|Ccnl2	2
ENSMUSG00000029071.16|Dvl1	2
ENSMUSG00000029033.16|Acap3	1
ENSMUSG00000023286.16|Ube2j2	1
ENSMUSG00000059939.13|9430015G10Rik	2
ENSMUSG00000096351.2|Samd11	2
ENSMUSG00000050390.12|C77080	1
ENSMUSG00000005907.14|Pex1	1
ENSMUSG00000000600.15|Krit1	1
ENSMUSG00000040407.18|Akap9	3
ENSMUSG00000053178.5|Mterf1b	3
ENSMUSG00000003161.15|Sri	1
ENSMUSG00000063531.7|Sema3e	2
ENSMUSG00000106310.1|Gm43523	1
ENSMUSG00000040118.15|Cacna2d1	1
ENSMUSG00000073174.6|Gm29254	1
ENSMUSG00000045435.9|Tmem60	1
ENSMUSG00000101013.1|A630072M18Rik	2
ENSMUSG00000047221.5|Fam185a	2
ENSMUSG00000038525.16|Armc10	2
ENSMUSG00000029004.15|Kmt2e	4
ENSMUSG00000086697.1|4933427G23Rik	1
ENSMUSG00000028986.12|Klhl7	1
ENSMUSG00000048439.15|Nupl2	1
ENSMUSG00000023353.14|Agap3	3
ENSMUSG00000076387.1|Mir671	2
ENSMUSG00000028954.11|Nub1	1
ENSMUSG00000101856.1|1700096K18Rik	1
ENSMUSG00000056367.14|Actr3b	1
ENSMUSG00000045294.11|Insig1	1
ENSMUSG00000039095.8|En2	2
ENSMUSG00000048271.14|Rbm33	4
ENSMUSG00000001569.10|Nom1	3
ENSMUSG00000039000.8|Ube3c	1
ENSMUSG00000029131.14|Dnajb6	3
ENSMUSG00000104667.1|Gm4961	1
ENSMUSG00000044576.6|Garem2	1
ENSMUSG00000075703.15|Selenoi	1
ENSMUSG00000029175.17|Slc35f6	3
ENSMUSG00000038828.13|Tmem214	2
ENSMUSG00000029165.17|Agbl5	1
ENSMUSG00000029163.9|Emilin1	4
ENSMUSG00000013622.15|Atraid	1
ENSMUSG00000029149.14|Krtcap3	1
ENSMUSG00000064037.13|Gpn1	1
ENSMUSG00000029135.10|Fosl2	1
ENSMUSG00000014956.15|Ppp1cb	1
ENSMUSG00000014932.15|Yes1	1
ENSMUSG00000037426.18|Depdc5	1
ENSMUSG00000018965.11|Ywhah	2
ENSMUSG00000079562.7|Maea	1
ENSMUSG00000037355.14|Uvssa	1
ENSMUSG00000057406.16|Nsd2	4
ENSMUSG00000048142.9|Nat8l	1
ENSMUSG00000029110.13|Rnf4	4
ENSMUSG00000037210.16|Fam193a	1
ENSMUSG00000029101.16|Rgs12	1
ENSMUSG00000107040.1|Gm43791	1
ENSMUSG00000029098.17|Acox3	2
ENSMUSG00000029196.9|Tada2b	2
ENSMUSG00000029120.10|Ppp2r2c	3
ENSMUSG00000117286.1|Gm1043	4
ENSMUSG00000088707.1|Gm25551	1
ENSMUSG00000050248.11|Evc2	2
ENSMUSG00000029125.14|Stx18	1
ENSMUSG00000067367.9|Lyar	1
ENSMUSG00000039782.14|Cpeb2	1
ENSMUSG00000097145.5|9230114K14Rik	4
ENSMUSG00000106464.1|C130083M11Rik	1
ENSMUSG00000029179.14|Zcchc4	3
ENSMUSG00000029176.13|Anapc4	1
ENSMUSG00000061461.11|Smim20	1
ENSMUSG00000039191.12|Rbpj	1
ENSMUSG00000039156.19|Stim2	1
ENSMUSG00000060512.7|0610040J01Rik	1
ENSMUSG00000029174.18|Tbc1d1	1
ENSMUSG00000029178.14|Klf3	4
ENSMUSG00000106205.1|C230096K16Rik	1
ENSMUSG00000054920.12|Klhl5	1
ENSMUSG00000029199.11|Lias	1
ENSMUSG00000029203.16|Ube2k	1
ENSMUSG00000037795.14|N4bp2	4
ENSMUSG00000029205.12|Chrna9	2
ENSMUSG00000037736.19|Limch1	1
ENSMUSG00000029221.15|Slc30a9	1
ENSMUSG00000107385.3|C330024D21Rik	2
ENSMUSG00000029208.16|Guf1	1
ENSMUSG00000036087.18|Slain2	1
ENSMUSG00000051674.15|Dcun1d4	2
ENSMUSG00000049907.8|Rasl11b	1
ENSMUSG00000107165.1|Gm43747	1
ENSMUSG00000029228.15|Lnx1	1
ENSMUSG00000029233.15|Srd5a3	1
ENSMUSG00000036323.14|Srp72	1
ENSMUSG00000029249.15|Rest	3
ENSMUSG00000035851.14|Ythdc1	6
ENSMUSG00000070697.4|Utp3	2
ENSMUSG00000006262.15|Mob1b	1
ENSMUSG00000102644.5|Thap6	2
ENSMUSG00000029407.10|Uso1	1
ENSMUSG00000029381.16|Shroom3	3
ENSMUSG00000055725.11|Paqr3	4
ENSMUSG00000029326.13|Enoph1	1
ENSMUSG00000035297.14|Cops4	1
ENSMUSG00000034573.14|Ptpn13	1
ENSMUSG00000029313.18|Aff1	6
ENSMUSG00000029310.13|Nudt9	1
ENSMUSG00000079065.3|BC005561	5
ENSMUSG00000097392.2|D930016D06Rik	1
ENSMUSG00000070639.5|Lrrc8b	2
ENSMUSG00000054720.12|Lrrc8c	2
ENSMUSG00000046079.16|Lrrc8d	3
ENSMUSG00000029290.12|Zfp326	1
ENSMUSG00000029283.17|Cdc7	1
ENSMUSG00000090558.1|Gm17202	1
ENSMUSG00000111375.4|Btbd8	2
ENSMUSG00000106631.1|Gm42669	3
ENSMUSG00000033773.14|Rpap2	2
ENSMUSG00000029267.17|Mtf2	1
ENSMUSG00000063406.11|Tmed5	2
ENSMUSG00000056531.11|Ccdc18	1
ENSMUSG00000029265.4|Dr1	1
ENSMUSG00000029263.15|Pigg	1
ENSMUSG00000033623.13|Pcgf3	1
ENSMUSG00000013495.15|Tmem175	1
ENSMUSG00000008090.14|Fgfrl1	1
ENSMUSG00000090015.8|Gm15446	2
ENSMUSG00000066613.14|Zfp932	3
ENSMUSG00000064247.14|Plcxd1	1
ENSMUSG00000023284.15|Zfp605	1
ENSMUSG00000029502.14|Golga3	1
ENSMUSG00000029501.14|Ankle2	2
ENSMUSG00000007080.14|Pole	1
ENSMUSG00000033316.14|Galnt9	1
ENSMUSG00000029504.5|Ddx51	1
ENSMUSG00000029344.14|Tpst2	2
ENSMUSG00000029346.12|Srrd	2
ENSMUSG00000042328.13|Hps4	2
ENSMUSG00000063430.9|Wscd2	3
ENSMUSG00000053334.6|Ficd	2
ENSMUSG00000029592.11|Usp30	2
ENSMUSG00000029591.14|Ung	1
ENSMUSG00000042010.16|Acacb	1
ENSMUSG00000029577.13|Ube3b	1
ENSMUSG00000041939.14|Mvk	1
ENSMUSG00000041930.7|Fam222a	4
ENSMUSG00000002486.15|Tchp	1
ENSMUSG00000041827.15|Oasl1	1
ENSMUSG00000029559.15|2210016L21Rik	1
ENSMUSG00000072693.2|Gm10401	4
ENSMUSG00000060152.14|Pop5	1
ENSMUSG00000041733.10|Coq5	1
ENSMUSG00000029538.14|Srsf9	1
ENSMUSG00000029535.4|Triap1	1
ENSMUSG00000029528.19|Pxn	3
ENSMUSG00000041638.18|Gcn1l1	1
ENSMUSG00000029518.15|Rab35	2
ENSMUSG00000029516.19|Cit	3
ENSMUSG00000043913.14|Ccdc60	2
ENSMUSG00000061288.13|Taok3	3
ENSMUSG00000066894.14|Vsig10	2
ENSMUSG00000061578.8|Ksr2	1
ENSMUSG00000032898.9|Fbxo21	1
ENSMUSG00000046607.6|Hrk	1
ENSMUSG00000032840.7|2410131K14Rik	2
ENSMUSG00000018076.12|Med13l	6
ENSMUSG00000018604.18|Tbx3	6
ENSMUSG00000029594.12|Rbm19	1
ENSMUSG00000032754.14|Slc8b1	1
ENSMUSG00000107191.1|Gm43579	2
ENSMUSG00000029602.11|Rasal1	1
ENSMUSG00000042744.16|Hectd4	3
ENSMUSG00000029616.9|Erp29	3
ENSMUSG00000029458.14|Brap	1
ENSMUSG00000042605.16|Atxn2	1
ENSMUSG00000044134.9|Pheta1	2
ENSMUSG00000038593.18|Tctn1	2
ENSMUSG00000038582.15|Pptc7	3
ENSMUSG00000029464.10|Gpn3	1
ENSMUSG00000029466.11|Anapc7	1
ENSMUSG00000029468.17|P2rx7	1
ENSMUSG00000099324.1|Mir8115	1
ENSMUSG00000029470.15|P2rx4	1
ENSMUSG00000029474.7|Rnf34	1
ENSMUSG00000049686.14|Orai1	1
ENSMUSG00000029449.11|Rhof	1
ENSMUSG00000038384.16|Setd1b	7
ENSMUSG00000029438.9|Bcl7a	5
ENSMUSG00000038342.15|Mlxip	3
ENSMUSG00000029431.5|B3gnt4	2
ENSMUSG00000023106.15|Denr	2
ENSMUSG00000000915.15|Hip1r	1
ENSMUSG00000029404.15|Arl6ip4	1
ENSMUSG00000047635.6|2810006K23Rik	1
ENSMUSG00000049327.17|Kmt5a	2
ENSMUSG00000029402.8|Snrnp35	1
ENSMUSG00000029389.17|Ddx55	1
ENSMUSG00000106082.4|4930404A12Rik	2
ENSMUSG00000079215.8|Zfp664	1
ENSMUSG00000037905.13|Bri3bp	2
ENSMUSG00000029482.4|Aacs	1
ENSMUSG00000034324.16|Tmem132c	2
ENSMUSG00000049971.17|Glt1d1	4
ENSMUSG00000081683.5|Fzd10	2
ENSMUSG00000029439.14|Sfswap	4
ENSMUSG00000029436.9|Mmp17	1
ENSMUSG00000034211.14|Mrps17	1
ENSMUSG00000025538.15|Sumf2	1
ENSMUSG00000034173.13|Zbed5	4
ENSMUSG00000066735.8|Vkorc1l1	2
ENSMUSG00000025532.13|Crcp	1
ENSMUSG00000034118.15|Tpst1	1
ENSMUSG00000025340.14|Rabgef1	1
ENSMUSG00000053094.15|Tmem248	1
ENSMUSG00000056310.14|Tyw1	2
ENSMUSG00000023104.9|Rfc2	2
ENSMUSG00000040557.14|Mettl27	1
ENSMUSG00000054909.11|Wbscr25	1
ENSMUSG00000085042.8|Abhd11os	2
ENSMUSG00000061118.8|Dnajc30	2
ENSMUSG00000005374.13|Tbl2	2
ENSMUSG00000029681.12|Bcl7b	1
ENSMUSG00000002748.7|Baz1b	6
ENSMUSG00000004947.15|Dtx2	1
ENSMUSG00000039754.10|Alkbh4	2
ENSMUSG00000097908.7|4933404O12Rik	1
ENSMUSG00000037428.14|Vgf	1
ENSMUSG00000051502.6|Ufsp1	1
ENSMUSG00000029710.15|Ephb4	1
ENSMUSG00000029714.11|Gigyf1	1
ENSMUSG00000029723.16|Tsc22d4	2
ENSMUSG00000029729.12|Zkscan1	3
ENSMUSG00000037017.15|Zscan21	1
ENSMUSG00000036980.13|Taf6	2
ENSMUSG00000036968.15|Cnpy4	1
ENSMUSG00000049285.4|Mblac1	1
ENSMUSG00000036898.16|Zfp157	2
ENSMUSG00000056014.15|A430033K04Rik	2
ENSMUSG00000025854.15|Fam20c	1
ENSMUSG00000036817.14|Sun1	1
ENSMUSG00000018143.10|Mafk	2
ENSMUSG00000036639.12|Nudt1	1
ENSMUSG00000036599.10|Chst12	2
ENSMUSG00000000148.17|Brat1	1
ENSMUSG00000056493.9|Foxk1	2
ENSMUSG00000039623.13|Ap5z1	1
ENSMUSG00000029578.15|Wipi2	1
ENSMUSG00000050822.11|Slc29a4	1
ENSMUSG00000029581.14|Fscn1	1
ENSMUSG00000029587.16|Zfp12	4
ENSMUSG00000089889.2|0610040B10Rik	1
ENSMUSG00000083012.9|Fam220a	7
ENSMUSG00000018001.18|Cyth3	1
ENSMUSG00000029613.15|Eif2ak1	1
ENSMUSG00000091351.1|Gm17135	2
ENSMUSG00000104633.1|Gm42421	1
ENSMUSG00000038970.7|Lmtk2	5
ENSMUSG00000059991.7|Nptx2	2
ENSMUSG00000045482.16|Trrap	1
ENSMUSG00000029625.16|Cpsf4	2
ENSMUSG00000055991.15|Zkscan5	4
ENSMUSG00000007812.16|Zfp655	2
ENSMUSG00000070420.4|Zscan25	1
ENSMUSG00000029635.15|Cdk8	1
ENSMUSG00000029636.11|Wasf3	3
ENSMUSG00000083988.1|Rps10-ps4	1
ENSMUSG00000029642.11|Polr1d	1
ENSMUSG00000029647.15|Pan3	4
ENSMUSG00000041264.16|Uspl1	7
ENSMUSG00000051950.10|B3glct	1
ENSMUSG00000056602.11|Fry	1
ENSMUSG00000041147.10|Brca2	10
ENSMUSG00000034021.15|Pds5b	2
ENSMUSG00000033794.6|Lpcat2b	1
ENSMUSG00000053293.9|Pom121	1
ENSMUSG00000029624.10|Ptcd1	1
ENSMUSG00000015189.12|Casd1	1
ENSMUSG00000092035.8|Peg10	4
ENSMUSG00000032827.15|Ppp1r9a	3
ENSMUSG00000042505.6|Sdhaf3	1
ENSMUSG00000042460.5|C1galt1	2
ENSMUSG00000042447.13|Mios	1
ENSMUSG00000029638.17|Glcci1	2
